qualifyId,circuitId,raceId,driverId,constructorId,year,date,number,position,q1,q2,q3
352,18,35,1,1,2008,2008-11-02,22,4,1:12.213,1:11.856,1:12.830
353,18,35,5,1,2008,2008-11-02,23,5,1:12.366,1:11.768,1:12.917
354,18,35,4,4,2008,2008-11-02,5,6,1:12.214,1:12.090,1:12.967
355,18,35,20,5,2008,2008-11-02,15,7,1:12.390,1:11.845,1:13.082
356,18,35,2,2,2008,2008-11-02,3,8,1:12.371,1:12.026,1:13.297
357,18,35,7,5,2008,2008-11-02,14,9,1:12.498,1:12.075,1:14.105
358,18,35,10,7,2008,2008-11-02,12,10,1:12.223,1:11.909,1:14.230
359,18,35,12,4,2008,2008-11-02,6,11,1:12.348,1:12.137,\N
360,18,35,17,9,2008,2008-11-02,10,12,1:12.409,1:12.289,\N
361,18,35,9,2,2008,2008-11-02,4,13,1:12.381,1:12.300,\N
362,18,35,14,9,2008,2008-11-02,9,14,1:12.690,1:12.717,\N
363,18,35,22,11,2008,2008-11-02,17,15,1:12.548,1:13.139,\N
364,18,35,6,3,2008,2008-11-02,8,16,1:12.800,\N,\N
365,18,35,18,11,2008,2008-11-02,16,17,1:12.810,\N,\N
366,18,35,3,3,2008,2008-11-02,7,18,1:13.002,\N,\N
367,18,35,21,10,2008,2008-11-02,21,19,1:13.426,\N,\N
368,18,35,16,10,2008,2008-11-02,20,20,1:13.508,\N,\N
369,1,36,8,6,2007,2007-03-18,6,1,1:26.644,1:25.644,1:26.072
370,1,36,4,1,2007,2007-03-18,1,2,1:26.697,1:25.326,1:26.493
371,1,36,2,2,2007,2007-03-18,9,3,1:26.895,1:25.358,1:26.556
372,1,36,1,1,2007,2007-03-18,2,4,1:26.674,1:25.577,1:26.755
373,1,36,9,2,2007,2007-03-18,10,5,1:26.696,1:25.882,1:27.347
374,1,36,21,4,2007,2007-03-18,3,6,1:27.270,1:25.944,1:27.634
375,1,36,17,9,2007,2007-03-18,15,7,1:26.978,1:26.623,1:27.934
376,1,36,15,7,2007,2007-03-18,12,8,1:27.014,1:26.688,1:28.404
377,1,36,23,7,2007,2007-03-18,11,9,1:27.328,1:26.739,1:28.692
378,1,36,11,8,2007,2007-03-18,22,10,1:27.365,1:26.758,1:28.871
379,1,36,19,8,2007,2007-03-18,23,11,1:26.986,1:26.909,\N
380,1,36,3,3,2007,2007-03-18,16,12,1:27.596,1:26.914,\N
381,1,36,5,4,2007,2007-03-18,4,13,1:27.529,1:26.964,\N
382,1,36,18,11,2007,2007-03-18,7,14,1:27.540,1:27.264,\N
383,1,36,25,3,2007,2007-03-18,17,15,1:27.479,1:27.393,\N
384,1,36,13,6,2007,2007-03-18,5,16,1:26.712,\N,\N
385,1,36,22,11,2007,2007-03-18,8,17,1:27.679,\N,\N
386,1,36,26,5,2007,2007-03-18,19,18,1:28.305,\N,\N
387,1,36,14,9,2007,2007-03-18,14,19,1:28.579,\N,\N
388,1,36,24,5,2007,2007-03-18,18,20,1:29.267,\N,\N
389,1,36,16,12,2007,2007-03-18,20,21,1:29.339,\N,\N
390,1,36,27,12,2007,2007-03-18,21,22,1:31.932,\N,\N
391,2,37,13,6,2007,2007-04-08,5,1,1:35.340,1:34.454,1:35.043
392,2,37,4,1,2007,2007-04-08,1,2,1:34.942,1:34.057,1:35.310
393,2,37,8,6,2007,2007-04-08,6,3,1:35.138,1:34.687,1:35.479
394,2,37,1,1,2007,2007-04-08,2,4,1:35.028,1:34.650,1:36.045
395,2,37,2,2,2007,2007-04-08,9,5,1:35.617,1:35.203,1:36.543
396,2,37,3,3,2007,2007-04-08,16,6,1:35.755,1:35.380,1:36.829
397,2,37,9,2,2007,2007-04-08,10,7,1:35.294,1:34.739,1:36.839
398,2,37,15,7,2007,2007-04-08,12,8,1:35.666,1:35.255,1:36.902
399,2,37,23,7,2007,2007-04-08,11,9,1:35.736,1:35.595,1:37.078
400,2,37,17,9,2007,2007-04-08,15,10,1:35.727,1:35.579,1:37.345
401,2,37,5,4,2007,2007-04-08,4,11,1:36.092,1:35.630,\N
402,2,37,21,4,2007,2007-04-08,3,12,1:35.879,1:35.706,\N
403,2,37,14,9,2007,2007-04-08,14,13,1:35.730,1:35.766,\N
404,2,37,11,8,2007,2007-04-08,22,14,1:36.430,1:35.945,\N
405,2,37,18,11,2007,2007-04-08,7,15,1:35.913,1:36.088,\N
406,2,37,24,5,2007,2007-04-08,18,16,1:36.140,1:36.145,\N
407,2,37,26,5,2007,2007-04-08,19,17,1:36.578,\N,\N
408,2,37,19,8,2007,2007-04-08,23,18,1:36.816,\N,\N
409,2,37,22,11,2007,2007-04-08,8,19,1:36.827,\N,\N
410,2,37,25,3,2007,2007-04-08,17,20,1:37.326,\N,\N
411,2,37,27,12,2007,2007-04-08,21,21,1:38.279,\N,\N
412,2,37,16,12,2007,2007-04-08,20,22,1:38.415,\N,\N
413,3,38,13,6,2007,2007-04-15,5,1,1:32.443,1:31.359,1:32.652
414,3,38,1,1,2007,2007-04-15,2,2,1:32.580,1:31.752,1:32.935
415,3,38,8,6,2007,2007-04-15,6,3,1:33.161,1:31.812,1:33.131
416,3,38,4,1,2007,2007-04-15,1,4,1:33.049,1:32.214,1:33.192
417,3,38,2,2,2007,2007-04-15,9,5,1:33.164,1:32.154,1:33.404
418,3,38,9,2,2007,2007-04-15,10,6,1:33.348,1:32.292,1:33.710
419,3,38,21,4,2007,2007-04-15,3,7,1:33.556,1:32.889,1:34.056
420,3,38,17,9,2007,2007-04-15,15,8,1:33.496,1:32.808,1:34.106
421,3,38,15,7,2007,2007-04-15,12,9,1:33.218,1:32.429,1:34.154
422,3,38,3,3,2007,2007-04-15,16,10,1:33.349,1:32.815,1:34.399
423,3,38,25,3,2007,2007-04-15,17,11,1:33.759,1:32.915,\N
424,3,38,5,4,2007,2007-04-15,4,12,1:33.467,1:32.935,\N
425,3,38,19,8,2007,2007-04-15,23,13,1:33.299,1:33.082,\N
426,3,38,23,7,2007,2007-04-15,11,14,1:33.923,1:33.294,\N
427,3,38,22,11,2007,2007-04-15,8,15,1:33.776,1:33.624,\N
428,3,38,18,11,2007,2007-04-15,7,16,1:33.967,1:33.731,\N
429,3,38,11,8,2007,2007-04-15,22,17,1:33.984,\N,\N
430,3,38,24,5,2007,2007-04-15,18,18,1:34.024,\N,\N
431,3,38,26,5,2007,2007-04-15,19,19,1:34.333,\N,\N
432,3,38,16,12,2007,2007-04-15,20,20,1:35.280,\N,\N
433,3,38,14,9,2007,2007-04-15,14,21,1:35.341,\N,\N
434,3,38,27,12,2007,2007-04-15,12,22,1:35.533,\N,\N
435,4,39,13,6,2007,2007-05-13,5,1,1:21.375,1:20.597,1:21.421
436,4,39,4,1,2007,2007-05-13,1,2,1:21.609,1:20.797,1:21.451
437,4,39,8,6,2007,2007-05-13,6,3,1:21.802,1:20.741,1:21.723
438,4,39,1,1,2007,2007-05-13,2,4,1:21.120,1:20.713,1:21.785
439,4,39,9,2,2007,2007-05-13,10,5,1:21.941,1:21.381,1:22.253
440,4,39,15,7,2007,2007-05-13,12,6,1:22.501,1:21.554,1:22.324
441,4,39,2,2,2007,2007-05-13,9,7,1:21.625,1:21.113,1:22.389
442,4,39,5,4,2007,2007-05-13,4,8,1:21.790,1:21.623,1:22.568
443,4,39,14,9,2007,2007-05-13,14,9,1:22.491,1:21.488,1:22.749
444,4,39,21,4,2007,2007-05-13,3,10,1:22.064,1:21.677,1:22.881
445,4,39,3,3,2007,2007-05-13,16,11,1:21.943,1:21.968,\N
446,4,39,22,11,2007,2007-05-13,8,12,1:22.502,1:22.097,\N
447,4,39,11,8,2007,2007-05-13,22,13,1:22.090,1:22.115,\N
448,4,39,18,11,2007,2007-05-13,7,14,1:22.503,1:22.120,\N
449,4,39,19,8,2007,2007-05-13,23,15,1:22.295,\N,\N
450,4,39,24,5,2007,2007-05-13,18,16,1:22.508,\N,\N
451,4,39,23,7,2007,2007-05-13,11,17,1:22.666,\N,\N
452,4,39,25,3,2007,2007-05-13,17,18,1:22.769,\N,\N
453,4,39,17,9,2007,2007-05-13,15,19,1:23.398,\N,\N
454,4,39,16,12,2007,2007-05-13,20,20,1:23.811,\N,\N
455,4,39,27,12,2007,2007-05-13,21,21,1:23.990,\N,\N
456,4,39,26,5,2007,2007-05-13,19,22,\N,\N,\N
457,6,40,4,1,2007,2007-05-27,1,1,1:16.059,1:15.431,1:15.726
458,6,40,1,1,2007,2007-05-27,2,2,1:15.685,1:15.479,1:15.905
459,6,40,13,6,2007,2007-05-27,5,3,1:16.786,1:16.034,1:15.967
460,6,40,21,4,2007,2007-05-27,3,4,1:17.596,1:16.054,1:16.285
461,6,40,3,3,2007,2007-05-27,16,5,1:16.870,1:16.100,1:16.439
462,6,40,17,9,2007,2007-05-27,15,6,1:17.816,1:16.420,1:16.784
463,6,40,2,2,2007,2007-05-27,9,7,1:17.385,1:15.733,1:16.832
464,6,40,9,2,2007,2007-05-27,10,8,1:17.584,1:15.576,1:16.955
465,6,40,22,11,2007,2007-05-27,8,9,1:17.244,1:16.454,1:17.498
466,6,40,18,11,2007,2007-05-27,7,10,1:17.297,1:16.457,1:17.939
467,6,40,25,3,2007,2007-05-27,17,11,1:17.874,1:16.662,\N
468,6,40,24,5,2007,2007-05-27,18,12,1:16.720,1:16.703,\N
469,6,40,14,9,2007,2007-05-27,14,13,1:17.204,1:16.319,\N
470,6,40,15,7,2007,2007-05-27,12,14,1:17.686,1:16.988,\N
471,6,40,5,4,2007,2007-05-27,4,15,1:17.836,1:17.125,\N
472,6,40,8,6,2007,2007-05-27,6,16,1:16.251,\N,\N
473,6,40,19,8,2007,2007-05-27,23,17,1:18.250,\N,\N
474,6,40,26,5,2007,2007-05-27,19,18,1:18.390,\N,\N
475,6,40,16,12,2007,2007-05-27,20,19,1:18.418,\N,\N
476,6,40,23,7,2007,2007-05-27,11,20,1:18.539,\N,\N
477,6,40,11,8,2007,2007-05-27,22,21,1:18.554,\N,\N
478,6,40,27,12,2007,2007-05-27,21,22,\N,\N,\N
479,7,41,1,1,2007,2007-06-10,2,1,1:16.576,1:15.486,1:15.707
480,7,41,4,1,2007,2007-06-10,1,2,1:16.562,1:15.522,1:16.163
481,7,41,2,2,2007,2007-06-10,9,3,1:17.006,1:15.960,1:16.266
482,7,41,8,6,2007,2007-06-10,6,4,1:16.468,1:16.592,1:16.411
483,7,41,13,6,2007,2007-06-10,5,5,1:16.756,1:16.138,1:16.570
484,7,41,17,9,2007,2007-06-10,15,6,1:17.315,1:16.257,1:16.913
485,7,41,3,3,2007,2007-06-10,16,7,1:17.016,1:16.190,1:16.919
486,7,41,9,2,2007,2007-06-10,10,8,1:17.267,1:16.368,1:16.993
487,7,41,21,4,2007,2007-06-10,3,9,1:16.805,1:16.288,1:17.229
488,7,41,15,7,2007,2007-06-10,12,10,1:17.324,1:16.600,1:17.747
489,7,41,11,8,2007,2007-06-10,22,11,1:17.490,1:16.743,\N
490,7,41,24,5,2007,2007-06-10,18,12,1:17.541,1:16.760,\N
491,7,41,22,11,2007,2007-06-10,8,13,1:17.011,1:17.116,\N
492,7,41,14,9,2007,2007-06-10,14,14,1:17.436,1:17.304,\N
493,7,41,18,11,2007,2007-06-10,7,15,1:17.522,1:17.541,\N
494,7,41,26,5,2007,2007-06-10,19,16,1:17.433,1:17.571,\N
495,7,41,19,8,2007,2007-06-10,23,17,1:17.542,\N,\N
496,7,41,23,7,2007,2007-06-10,11,18,1:17.634,\N,\N
497,7,41,25,3,2007,2007-06-10,17,19,1:18.089,\N,\N
498,7,41,16,12,2007,2007-06-10,20,20,1:18.536,\N,\N
499,7,41,27,12,2007,2007-06-10,21,21,1:19.196,\N,\N
500,7,41,5,4,2007,2007-06-10,4,22,1:17.806,\N,\N
501,19,42,1,1,2007,2007-06-17,2,1,1:12.563,1:12.065,1:12.331
502,19,42,4,1,2007,2007-06-17,1,2,1:12.416,1:11.926,1:12.500
503,19,42,13,6,2007,2007-06-17,5,3,1:12.731,1:12.180,1:12.703
504,19,42,8,6,2007,2007-06-17,6,4,1:12.732,1:12.111,1:12.839
505,19,42,2,2,2007,2007-06-17,9,5,1:12.543,1:12.188,1:12.847
506,19,42,5,4,2007,2007-06-17,4,6,1:12.998,1:12.599,1:13.308
507,19,42,20,2,2007,2007-06-17,10,7,1:12.711,1:12.644,1:13.513
508,19,42,15,7,2007,2007-06-17,12,8,1:13.186,1:12.828,1:13.789
509,19,42,17,9,2007,2007-06-17,15,9,1:13.425,1:12.788,1:13.871
510,19,42,21,4,2007,2007-06-17,3,10,1:13.168,1:12.603,1:13.953
511,19,42,14,9,2007,2007-06-17,14,11,1:13.424,1:12.873,\N
512,19,42,23,7,2007,2007-06-17,11,12,1:12.851,1:12.920,\N
513,19,42,18,11,2007,2007-06-17,7,13,1:13.306,1:12.998,\N
514,19,42,3,3,2007,2007-06-17,16,14,1:13.128,1:13.060,\N
515,19,42,22,11,2007,2007-06-17,8,15,1:13.203,1:13.201,\N
516,19,42,19,8,2007,2007-06-17,23,16,1:13.164,1:13.259,\N
517,19,42,25,3,2007,2007-06-17,17,17,1:13.441,\N,\N
518,19,42,11,8,2007,2007-06-17,22,18,1:13.477,\N,\N
519,19,42,24,5,2007,2007-06-17,18,19,1:13.484,\N,\N
520,19,42,26,5,2007,2007-06-17,19,20,1:13.712,\N,\N
521,19,42,16,12,2007,2007-06-17,20,21,1:14.122,\N,\N
522,19,42,27,12,2007,2007-06-17,21,22,1:14.597,\N,\N
523,8,43,13,6,2007,2007-07-01,5,1,1:15.303,1:14.822,1:15.034
524,8,43,1,1,2007,2007-07-01,2,2,1:14.805,1:14.795,1:15.104
525,8,43,8,6,2007,2007-07-01,6,3,1:14.872,1:14.828,1:15.257
526,8,43,9,2,2007,2007-07-01,10,4,1:15.778,1:15.066,1:15.493
527,8,43,21,4,2007,2007-07-01,3,5,1:16.047,1:15.227,1:15.674
528,8,43,5,4,2007,2007-07-01,4,6,1:15.524,1:15.272,1:15.826
529,8,43,2,2,2007,2007-07-01,9,7,1:15.783,1:15.149,1:15.900
530,8,43,15,7,2007,2007-07-01,12,8,1:16.118,1:15.379,1:15.935
531,8,43,3,3,2007,2007-07-01,16,9,1:16.092,1:15.331,1:16.328
532,8,43,4,1,2007,2007-07-01,1,10,1:15.322,1:15.084,\N
533,8,43,23,7,2007,2007-07-01,11,11,1:15.760,1:15.534,\N
534,8,43,18,11,2007,2007-07-01,7,12,1:16.113,1:15.584,\N
535,8,43,22,11,2007,2007-07-01,8,13,1:16.140,1:15.761,\N
536,8,43,17,9,2007,2007-07-01,15,14,1:15.746,1:15.806,\N
537,8,43,26,5,2007,2007-07-01,19,15,1:15.980,1:16.049,\N
538,8,43,14,9,2007,2007-07-01,14,16,1:15.915,\N,\N
539,8,43,24,5,2007,2007-07-01,18,17,1:16.142,\N,\N
540,8,43,25,3,2007,2007-07-01,17,18,1:16.241,\N,\N
541,8,43,19,8,2007,2007-07-01,23,19,1:16.366,\N,\N
542,8,43,27,12,2007,2007-07-01,21,20,1:17.826,\N,\N
543,8,43,16,12,2007,2007-07-01,20,21,1:17.915,\N,\N
544,8,43,11,8,2007,2007-07-01,22,22,1:16.244,\N,\N
545,9,44,1,1,2007,2007-07-08,2,1,1:19.885,1:19.400,1:19.997
546,9,44,8,6,2007,2007-07-08,6,2,1:19.753,1:19.252,1:20.099
547,9,44,4,1,2007,2007-07-08,1,3,1:19.330,1:19.152,1:20.147
548,9,44,13,6,2007,2007-07-08,5,4,1:19.790,1:19.421,1:20.265
549,9,44,9,2,2007,2007-07-08,10,5,1:20.294,1:20.054,1:20.401
550,9,44,23,7,2007,2007-07-08,11,6,1:20.513,1:19.860,1:20.516
551,9,44,5,4,2007,2007-07-08,4,7,1:20.570,1:20.077,1:20.721
552,9,44,21,4,2007,2007-07-08,3,8,1:20.842,1:20.042,1:20.775
553,9,44,2,2,2007,2007-07-08,9,9,1:20.534,1:20.178,1:20.894
554,9,44,15,7,2007,2007-07-08,12,10,1:21.150,1:20.133,1:21.240
555,9,44,17,9,2007,2007-07-08,15,11,1:20.583,1:20.235,\N
556,9,44,14,9,2007,2007-07-08,14,12,1:21.154,1:20.329,\N
557,9,44,25,3,2007,2007-07-08,17,13,1:20.830,1:20.350,\N
558,9,44,22,11,2007,2007-07-08,8,14,1:21.169,1:20.364,\N
559,9,44,26,5,2007,2007-07-08,19,15,1:20.834,1:20.515,\N
560,9,44,24,5,2007,2007-07-08,18,16,1:21.160,1:20.823,\N
561,9,44,3,3,2007,2007-07-08,16,17,1:21.219,\N,\N
562,9,44,18,11,2007,2007-07-08,7,18,1:21.335,\N,\N
563,9,44,19,8,2007,2007-07-08,23,19,1:21.448,\N,\N
564,9,44,16,12,2007,2007-07-08,20,20,1:22.019,\N,\N
565,9,44,11,8,2007,2007-07-08,22,21,1:22.045,\N,\N
566,9,44,27,12,2007,2007-07-08,21,22,1:22.586,\N,\N
567,20,45,8,6,2007,2007-07-22,6,1,1:31.522,1:31.237,1:31.450
568,20,45,4,1,2007,2007-07-22,1,2,1:31.074,1:30.983,1:31.741
569,20,45,13,6,2007,2007-07-22,5,3,1:31.447,1:30.912,1:31.778
570,20,45,2,2,2007,2007-07-22,9,4,1:31.889,1:31.652,1:31.840
571,20,45,9,2,2007,2007-07-22,10,5,1:31.961,1:31.444,1:32.123
572,20,45,17,9,2007,2007-07-22,15,6,1:32.629,1:31.661,1:32.476
573,20,45,5,4,2007,2007-07-22,4,7,1:32.594,1:31.783,1:32.478
574,20,45,15,7,2007,2007-07-22,12,8,1:32.381,1:31.859,1:32.501
575,20,45,23,7,2007,2007-07-22,11,9,1:32.446,1:31.843,1:32.570
576,20,45,1,1,2007,2007-07-22,2,10,1:31.587,1:31.185,1:33.833
577,20,45,3,3,2007,2007-07-22,16,11,1:32.117,1:31.978,\N
578,20,45,25,3,2007,2007-07-22,17,12,1:32.173,1:31.996,\N
579,20,45,21,4,2007,2007-07-22,3,13,1:32.378,1:32.010,\N
580,20,45,22,11,2007,2007-07-22,8,14,1:32.674,1:32.221,\N
581,20,45,19,8,2007,2007-07-22,23,15,1:32.793,1:32.451,\N
582,20,45,11,8,2007,2007-07-22,22,16,1:32.678,1:32.838,\N
583,20,45,18,11,2007,2007-07-22,7,17,1:32.983,\N,\N
584,20,45,26,5,2007,2007-07-22,19,18,1:33.038,\N,\N
585,20,45,24,5,2007,2007-07-22,18,19,1:33.148,\N,\N
586,20,45,14,9,2007,2007-07-22,14,20,1:33.151,\N,\N
587,20,45,16,12,2007,2007-07-22,20,21,1:34.500,\N,\N
588,20,45,28,12,2007,2007-07-22,21,22,1:35.940,\N,\N
589,11,46,4,1,2007,2007-08-05,1,1,1:20.425,1:19.661,1:19.674
590,11,46,1,1,2007,2007-08-05,2,2,1:19.570,1:19.301,1:19.781
591,11,46,2,2,2007,2007-08-05,9,3,1:20.751,1:20.322,1:20.259
592,11,46,8,6,2007,2007-08-05,6,4,1:20.435,1:20.107,1:20.410
593,11,46,3,3,2007,2007-08-05,16,5,1:20.547,1:20.188,1:20.632
594,11,46,23,7,2007,2007-08-05,11,6,1:20.449,1:20.455,1:20.714
595,11,46,9,2,2007,2007-08-05,10,7,1:20.366,1:20.703,1:20.876
596,11,46,21,4,2007,2007-08-05,3,8,1:21.645,1:20.590,1:21.079
597,11,46,15,7,2007,2007-08-05,12,9,1:20.481,1:19.951,1:21.206
598,11,46,17,9,2007,2007-08-05,15,10,1:20.794,1:20.439,1:21.256
599,11,46,14,9,2007,2007-08-05,14,11,1:21.291,1:20.718,\N
600,11,46,5,4,2007,2007-08-05,4,12,1:20.285,1:20.779,\N
601,11,46,25,3,2007,2007-08-05,17,13,1:21.243,1:20.865,\N
602,11,46,13,6,2007,2007-08-05,5,14,1:20.408,1:21.021,\N
603,11,46,19,8,2007,2007-08-05,23,15,1:21.018,1:21.127,\N
604,11,46,24,5,2007,2007-08-05,18,16,1:21.730,1:21.993,\N
605,11,46,18,11,2007,2007-08-05,7,17,1:21.737,\N,\N
606,11,46,22,11,2007,2007-08-05,8,18,1:21.877,\N,\N
607,11,46,11,8,2007,2007-08-05,22,19,1:22.143,\N,\N
608,11,46,20,5,2007,2007-08-05,19,20,1:22.177,\N,\N
609,11,46,16,12,2007,2007-08-05,20,21,1:22.737,\N,\N
610,11,46,29,12,2007,2007-08-05,21,22,1:23.774,\N,\N
611,5,47,13,6,2007,2007-08-26,5,1,1:27.488,1:27.039,1:27.329
612,5,47,1,1,2007,2007-08-26,2,2,1:27.513,1:26.936,1:27.373
613,5,47,8,6,2007,2007-08-26,6,3,1:27.294,1:26.902,1:27.546
614,5,47,4,1,2007,2007-08-26,1,4,1:27.328,1:26.841,1:27.574
615,5,47,9,2,2007,2007-08-26,10,5,1:27.997,1:27.253,1:27.722
616,5,47,2,2,2007,2007-08-26,9,6,1:28.099,1:27.253,1:28.037
617,5,47,5,4,2007,2007-08-26,4,7,1:28.127,1:27.039,1:28.491
618,5,47,3,3,2007,2007-08-26,16,8,1:28.275,1:27.750,1:28.501
619,5,47,15,7,2007,2007-08-26,12,9,1:28.318,1:27.801,1:28.740
620,5,47,21,4,2007,2007-08-26,3,10,1:28.313,1:27.880,1:29.322
621,5,47,19,8,2007,2007-08-26,23,11,1:28.304,1:28.002,\N
622,5,47,17,9,2007,2007-08-26,15,12,1:28.500,1:28.013,\N
623,5,47,14,9,2007,2007-08-26,14,13,1:28.395,1:28.100,\N
624,5,47,25,3,2007,2007-08-26,17,14,1:28.360,1:28.390,\N
625,5,47,24,5,2007,2007-08-26,18,15,1:28.798,\N,\N
626,5,47,23,7,2007,2007-08-26,11,16,1:28.809,\N,\N
627,5,47,11,8,2007,2007-08-26,22,17,1:28.953,\N,\N
628,5,47,20,5,2007,2007-08-26,19,18,1:29.408,\N,\N
629,5,47,16,12,2007,2007-08-26,20,19,1:29.861,\N,\N
630,5,47,29,12,2007,2007-08-26,21,20,1:31.479,\N,\N
631,5,47,18,11,2007,2007-08-26,7,21,1:28.373,1:28.220,\N
632,5,47,22,11,2007,2007-08-26,8,22,1:28.792,1:28.188,\N
633,14,48,4,1,2007,2007-09-09,1,1,1:21.718,1:21.356,1:21.997
634,14,48,1,1,2007,2007-09-09,2,2,1:21.956,1:21.746,1:22.034
635,14,48,13,6,2007,2007-09-09,5,3,1:22.309,1:21.993,1:22.549
636,14,48,2,2,2007,2007-09-09,9,4,1:23.107,1:22.466,1:23.174
637,14,48,8,6,2007,2007-09-09,6,5,1:22.673,1:22.369,1:23.183
638,14,48,9,2,2007,2007-09-09,10,6,1:23.088,1:22.400,1:23.446
639,14,48,5,4,2007,2007-09-09,4,7,1:23.505,1:23.134,1:24.102
640,14,48,3,3,2007,2007-09-09,16,8,1:23.333,1:22.748,1:24.382
641,14,48,15,7,2007,2007-09-09,12,9,1:23.724,1:23.107,1:24.555
642,14,48,18,11,2007,2007-09-09,7,10,1:23.639,1:23.021,1:25.165
643,14,48,17,9,2007,2007-09-09,15,11,1:23.575,1:23.166,\N
644,14,48,22,11,2007,2007-09-09,8,12,1:23.474,1:23.176,\N
645,14,48,25,3,2007,2007-09-09,17,13,1:23.739,1:23.209,\N
646,14,48,19,8,2007,2007-09-09,23,14,1:23.646,1:23.274,\N
647,14,48,21,4,2007,2007-09-09,3,15,1:23.559,1:23.325,\N
648,14,48,20,5,2007,2007-09-09,19,16,1:23.578,1:23.351,\N
649,14,48,11,8,2007,2007-09-09,22,17,1:23.749,\N,\N
650,14,48,23,7,2007,2007-09-09,11,18,1:23.787,\N,\N
651,14,48,24,5,2007,2007-09-09,18,19,1:23.886,\N,\N
652,14,48,14,9,2007,2007-09-09,14,20,1:24.019,\N,\N
653,14,48,16,12,2007,2007-09-09,20,21,1:24.699,\N,\N
654,14,48,29,12,2007,2007-09-09,21,22,1:25.084,\N,\N
655,13,49,8,6,2007,2007-09-16,6,1,1:46.242,1:45.070,1:45.994
656,13,49,13,6,2007,2007-09-16,5,2,1:46.060,1:45.173,1:46.011
657,13,49,4,1,2007,2007-09-16,1,3,1:46.058,1:45.442,1:46.091
658,13,49,1,1,2007,2007-09-16,2,4,1:46.437,1:45.132,1:46.406
659,13,49,3,3,2007,2007-09-16,16,5,1:46.950,1:46.469,1:47.334
660,13,49,2,2,2007,2007-09-16,9,6,1:46.923,1:45.994,1:47.409
661,13,49,17,9,2007,2007-09-16,15,7,1:47.084,1:46.426,1:47.524
662,13,49,15,7,2007,2007-09-16,12,8,1:47.143,1:46.480,1:47.798
663,13,49,5,4,2007,2007-09-16,4,9,1:46.971,1:46.240,1:48.505
664,13,49,23,7,2007,2007-09-16,11,10,1:47.300,1:46.618,\N
665,13,49,14,9,2007,2007-09-16,14,11,1:47.340,1:46.800,\N
666,13,49,18,11,2007,2007-09-16,7,12,1:47.474,1:46.955,\N
667,13,49,24,5,2007,2007-09-16,18,13,1:47.576,1:47.115,\N
668,13,49,9,2,2007,2007-09-16,10,14,1:46.707,1:45.885,1:46.996
669,13,49,25,3,2007,2007-09-16,17,15,1:47.522,1:47.394,\N
670,13,49,20,5,2007,2007-09-16,19,16,1:47.581,\N,\N
671,13,49,22,11,2007,2007-09-16,8,17,1:47.954,\N,\N
672,13,49,11,8,2007,2007-09-16,22,18,1:47.980,\N,\N
673,13,49,16,12,2007,2007-09-16,20,19,1:48.044,\N,\N
674,13,49,19,8,2007,2007-09-16,23,20,1:48.199,\N,\N
675,13,49,29,12,2007,2007-09-16,21,21,1:49.557,\N,\N
676,13,49,21,4,2007,2007-09-16,3,22,1:47.143,1:46.603,\N
677,16,50,1,1,2007,2007-09-30,2,1,1:25.489,1:24.753,1:25.368
678,16,50,4,1,2007,2007-09-30,1,2,1:25.379,1:24.806,1:25.438
679,16,50,8,6,2007,2007-09-30,6,3,1:25.390,1:24.988,1:25.516
680,16,50,13,6,2007,2007-09-30,5,4,1:25.359,1:25.049,1:25.765
681,16,50,2,2,2007,2007-09-30,9,5,1:25.971,1:25.248,1:26.505
682,16,50,18,11,2007,2007-09-30,7,6,1:26.614,1:25.454,1:26.913
683,16,50,17,9,2007,2007-09-30,15,7,1:25.970,1:25.535,1:26.914
684,16,50,20,5,2007,2007-09-30,19,8,1:26.025,1:25.909,1:26.973
685,16,50,9,2,2007,2007-09-30,10,9,1:26.300,1:25.530,1:27.225
686,16,50,21,4,2007,2007-09-30,3,10,1:26.909,1:26.033,\N
687,16,50,5,4,2007,2007-09-30,4,11,1:27.223,1:26.232,\N
688,16,50,14,9,2007,2007-09-30,14,12,1:26.904,1:26.247,\N
689,16,50,15,7,2007,2007-09-30,12,13,1:26.711,1:26.253,\N
690,16,50,24,5,2007,2007-09-30,18,14,1:27.234,1:26.948,\N
691,16,50,23,7,2007,2007-09-30,11,15,1:27.191,\N,\N
692,16,50,3,3,2007,2007-09-30,16,16,1:26.579,1:25.816,1:26.728
693,16,50,22,11,2007,2007-09-30,8,17,1:27.323,\N,\N
694,16,50,25,3,2007,2007-09-30,17,18,1:27.454,\N,\N
695,16,50,19,8,2007,2007-09-30,23,19,1:27.564,\N,\N
696,16,50,16,12,2007,2007-09-30,20,20,1:28.628,\N,\N
697,16,50,11,8,2007,2007-09-30,22,21,1:28.762,\N,\N
698,16,50,29,12,2007,2007-09-30,21,22,1:29.668,\N,\N
699,17,51,1,1,2007,2007-10-07,2,1,1:35.798,1:35.898,1:35.908
700,17,51,8,6,2007,2007-10-07,6,2,1:35.692,1:35.381,1:36.044
701,17,51,13,6,2007,2007-10-07,5,3,1:35.792,1:35.796,1:36.221
702,17,51,4,1,2007,2007-10-07,1,4,1:35.809,1:35.845,1:36.576
703,17,51,14,9,2007,2007-10-07,14,5,1:36.930,1:36.252,1:37.619
704,17,51,23,7,2007,2007-10-07,11,6,1:37.135,1:36.709,1:38.013
